_account,chain,contract_address,evt_block_time,volume
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 06:39:47.000 UTC,13194.759363
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 05:51:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 04:34:35.000 UTC,10014.674984
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 04:20:47.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:47:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:47:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:47:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:47:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:07:47.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:07:47.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:07:47.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 03:07:47.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 02:27:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 02:27:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 02:27:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 01:48:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 00:54:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 00:54:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 00:54:35.000 UTC,99999.37
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 00:40:35.000 UTC,12189.824377
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-23 00:18:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 23:36:35.000 UTC,99999.37
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 23:29:35.000 UTC,9999.468
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 23:29:35.000 UTC,99999.37
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 23:29:35.000 UTC,99999.37
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 23:29:35.000 UTC,10967.458535
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 22:18:35.000 UTC,48944.653389
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 21:57:35.000 UTC,99993.95
0x0000000f2eb9f69274678c76222b35eec7588a65,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 21:57:35.000 UTC,99993.95
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 21:32:35.000 UTC,10064.951724
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 20:38:59.000 UTC,10130.207789
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 20:20:35.000 UTC,9999.468
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 19:55:35.000 UTC,9999.468
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 17:41:59.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 17:16:35.000 UTC,14700.237704
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 17:04:35.000 UTC,7446.102387
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 16:50:35.000 UTC,9206.831957
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 12:07:35.000 UTC,11808.961266
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 11:15:35.000 UTC,22357.584647
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 09:02:35.000 UTC,19240.433434
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 05:46:35.000 UTC,9049.958677
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 02:59:11.000 UTC,9362.044571
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 02:21:59.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-22 01:54:35.000 UTC,9806.12066
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 22:48:35.000 UTC,12022.064291
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 22:06:35.000 UTC,8808.231412
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 21:48:47.000 UTC,9608.310448
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 20:07:47.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 18:46:59.000 UTC,29024.824525
0xbb318a1ab8e46dfd93b3b0bca3d0ebf7d00187b9,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 18:43:47.000 UTC,16085.549957
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 16:25:35.000 UTC,11434.001731
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 14:01:35.000 UTC,9999.468
0xbb318a1ab8e46dfd93b3b0bca3d0ebf7d00187b9,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 13:16:59.000 UTC,16035.549959
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 11:54:47.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 11:31:35.000 UTC,47050.572477
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 10:39:35.000 UTC,7763.099812
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 10:15:35.000 UTC,6496.462454
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 09:30:35.000 UTC,12162.041069
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 08:57:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 08:30:35.000 UTC,52315.024239
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 07:07:47.000 UTC,9341.120363
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 03:19:35.000 UTC,52037.296388
0xf70da97812cb96acdf810712aa562db8dfa3dbef,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 02:10:35.000 UTC,42045.502174
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 01:54:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-21 01:15:35.000 UTC,11138.493114
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 23:14:35.000 UTC,10615.061708
0xb4fbdbc8371a1a3ad3b92012c7a3cdad807b6641,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 21:21:35.000 UTC,39998.438575
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 20:57:35.000 UTC,15039.663526
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 19:39:35.000 UTC,8091.712467
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 17:36:35.000 UTC,6609.545452
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 17:08:35.000 UTC,25229.28628
0xef1ec136931ab5728b0783fd87d109c9d15d31f1,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 16:38:35.000 UTC,32816.695878
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 15:31:35.000 UTC,7439.713545
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 14:45:35.000 UTC,10019.613596
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 10:30:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 08:57:47.000 UTC,12291.485221
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 06:19:35.000 UTC,5858.603406
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-20 00:04:35.000 UTC,8252.71988
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 23:16:35.000 UTC,9999.468
0xf70da97812cb96acdf810712aa562db8dfa3dbef,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 22:44:35.000 UTC,44939.755115
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 22:44:35.000 UTC,22284.855462
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 22:23:35.000 UTC,7242.631949
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 21:11:47.000 UTC,7028.968127
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 19:35:35.000 UTC,7138.50196
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 18:39:35.000 UTC,6735.774529
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 14:29:35.000 UTC,39393.276951
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 14:03:35.000 UTC,5562.017723
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 13:41:11.000 UTC,12660.31855
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 13:29:11.000 UTC,12806.446165
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 12:32:35.000 UTC,4069.040652
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 12:18:35.000 UTC,10019.069098
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 12:18:35.000 UTC,5351.848835
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 11:48:35.000 UTC,9057.182044
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 11:15:35.000 UTC,8779.070879
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 09:32:35.000 UTC,7687.7872
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 09:32:35.000 UTC,16932.030172
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 07:42:35.000 UTC,9387.581718
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 07:42:35.000 UTC,6591.275494
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 06:33:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 02:22:35.000 UTC,29799.096754
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-19 01:36:35.000 UTC,8005.43074
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 23:13:35.000 UTC,11236.619292
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 20:15:35.000 UTC,18082.62372
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 19:07:35.000 UTC,10647.734139
0xade09131c6f43fe22c2cbabb759636c43cfc181e,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 17:57:35.000 UTC,0.0
0xf70da97812cb96acdf810712aa562db8dfa3dbef,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 17:57:35.000 UTC,40446.858445
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 17:05:47.000 UTC,15034.24171
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 16:29:35.000 UTC,8337.949701
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 16:03:11.000 UTC,8886.835873
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 14:25:35.000 UTC,5515.40893
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 13:56:35.000 UTC,12605.891805
0xef1ec136931ab5728b0783fd87d109c9d15d31f1,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 12:27:35.000 UTC,20374.125406
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 12:15:59.000 UTC,5956.347848
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 10:50:35.000 UTC,11802.806489
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 08:55:35.000 UTC,9790.335628
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 07:42:35.000 UTC,12933.998111
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 06:02:47.000 UTC,5849.303186
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 03:30:35.000 UTC,28045.275865
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 02:24:35.000 UTC,11225.13467
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-18 01:10:47.000 UTC,8779.550798
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 22:14:35.000 UTC,14549.933456
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 21:37:47.000 UTC,6106.202397
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 20:19:35.000 UTC,9736.540919
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 20:19:35.000 UTC,15867.512005
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 20:19:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 18:40:47.000 UTC,14473.241964
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 15:04:59.000 UTC,13413.299158
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 13:38:35.000 UTC,5827.045911
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 13:16:59.000 UTC,11890.087101
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 12:56:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 11:02:35.000 UTC,10329.423995
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 08:15:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 08:01:35.000 UTC,10917.163035
0xef1ec136931ab5728b0783fd87d109c9d15d31f1,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 06:29:35.000 UTC,14084.193794
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 04:46:35.000 UTC,16908.799035
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 04:00:35.000 UTC,9999.468
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 03:36:35.000 UTC,9999.468
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 03:13:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 01:44:35.000 UTC,10465.294057
0xbb318a1ab8e46dfd93b3b0bca3d0ebf7d00187b9,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-17 00:49:47.000 UTC,9746.325066
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 21:49:35.000 UTC,15522.699356
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 21:39:35.000 UTC,9030.654399
0xef1ec136931ab5728b0783fd87d109c9d15d31f1,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 21:04:35.000 UTC,31761.587271
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 20:36:35.000 UTC,12425.002791
0xef1ec136931ab5728b0783fd87d109c9d15d31f1,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 20:01:35.000 UTC,32226.166008
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 19:55:35.000 UTC,9882.786678
0xbe75079fd259a82054caab2ce007cd0c20b177a8,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 18:53:35.000 UTC,9999.468
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 18:36:35.000 UTC,14803.21746
0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 18:03:35.000 UTC,8684.781864
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 17:49:59.000 UTC,8960.949723
0xa36bc6867c9963de1a5daaf7882efb5b56899e8c,ethereum,0xa05a3380889115bf313f1db9d5f335157be4d816,2025-09-16 16:31:35.000 UTC,12494.453556
